Time [sec]	P [hPa]	T [oC]	Ws [m/s]	Wd [o]	Alt [m]	Lon [o]	Lat [o]	Dew [oC]
4902	72.8	-65.2	27.9	271	M	-72.874445	38.845684	-73.9
4903	72.8	-65.3	27.9	271	M	-72.874130	38.845672	-72.4
4904	72.7	-65.3	27.9	271	19092	-72.873815	38.845659	-71.2
4905	72.7	-65.3	27.9	271	19096	-72.873500	38.845647	-70.6
4906	72.6	-65.3	27.9	271	19099	-72.873184	38.845634	-70.8
4907	72.6	-65.3	27.9	271	19103	-72.872869	38.845622	-71.4
4908	72.5	-65.4	27.9	271	19107	-72.872554	38.845609	-71.5
4909	72.5	-65.4	27.9	271	19110	-72.872245	38.845599	-71.7
4910	72.4	-65.4	27.9	271	19114	-72.871936	38.845589	-72.5
4911	72.4	-65.4	27.9	271	19117	-72.871628	38.845580	-72.8
4912	72.4	-65.4	27.9	271	19121	-72.871319	38.845570	-73.4
4913	72.3	-65.4	27.9	271	19125	-72.871011	38.845560	-73.9
4914	72.3	-65.4	27.9	271	19128	-72.870702	38.845551	-74.7
4915	72.2	-65.5	27.9	271	19132	-72.870394	38.845541	-75.2
4916	72.2	-65.5	27.9	271	19136	-72.870085	38.845531	-74.7
4917	72.1	-65.5	27.9	271	19139	-72.869777	38.845522	-74.3
4918	72.1	-65.5	27.9	271	19143	-72.869468	38.845512	-74.7
4919	72.1	-65.5	27.9	271	19147	-72.869160	38.845502	-74.7
4920	72.0	-65.5	27.9	271	19150	-72.868851	38.845493	-74.1
4921	72.0	-65.6	27.9	271	19154	-72.868543	38.845483	-73.4
4922	71.9	-65.6	27.9	271	19158	-72.868235	38.845473	-73.1
4923	71.9	-65.6	27.9	271	19161	-72.867926	38.845464	-73.5
4924	71.8	-65.7	27.9	271	19165	-72.867618	38.845454	-73.6
4925	71.8	-65.7	27.9	271	19169	-72.867309	38.845444	-74.2
4926	71.7	-65.7	27.9	271	19172	-72.867001	38.845434	-74.7
4927	71.7	-65.7	27.9	271	19176	-72.866692	38.845425	-74.8
4928	71.7	-65.7	27.9	271	19180	-72.866384	38.845415	-74.4
4929	71.6	-65.8	27.9	271	19184	-72.866075	38.845405	-74.5
4930	71.6	-65.8	27.9	271	19187	-72.865767	38.845396	-74.5
4931	71.5	-65.8	27.9	271	19191	-72.865458	38.845386	-74.4
4932	71.5	-65.8	27.9	271	19195	-72.865150	38.845376	-74.2
4933	71.4	-65.8	27.9	271	19198	-72.864841	38.845367	-74.1
4934	71.4	-65.8	27.9	271	19202	-72.864533	38.845357	-74.0
4935	71.4	-65.8	27.9	271	19206	-72.864224	38.845347	-73.9
4936	71.3	-65.8	27.9	271	19209	-72.863916	38.845338	-73.8
4937	71.3	-65.8	27.9	271	19213	-72.863607	38.845328	-73.8
4938	71.2	-65.8	27.9	271	19217	-72.863299	38.845318	-73.7
4939	71.2	-65.8	27.9	271	19220	-72.862990	38.845309	-73.7
4940	71.1	-65.8	27.9	271	19224	-72.862682	38.845299	-73.6
4941	71.1	-65.8	27.9	271	19228	-72.862373	38.845289	-73.6
4942	71.1	-65.8	27.9	271	19231	-72.862065	38.845280	-73.5
4943	71.0	-65.8	27.9	271	19235	-72.861756	38.845270	-73.5
4944	71.0	-65.8	27.9	271	19239	-72.861448	38.845260	-73.4
4945	70.9	-65.8	27.9	271	19242	-72.861139	38.845251	-73.4
4946	70.9	-65.8	27.9	271	19246	-72.860831	38.845241	-73.3
4947	70.8	-65.8	27.9	271	19250	-72.860522	38.845231	-73.3
4948	70.8	-65.8	27.9	271	19253	-72.860214	38.845222	-73.2
4949	70.8	-65.8	27.9	271	19257	-72.859905	38.845212	-73.2
4950	70.7	-65.8	27.9	271	19261	-72.859597	38.845202	-73.1
4951	70.7	-65.8	27.9	271	19264	-72.859288	38.845193	-73.1
4952	70.6	-65.8	27.9	271	19268	-72.858980	38.845183	-72.9
4953	70.6	-65.8	27.9	271	19272	-72.858671	38.845173	-73.2
4954	70.5	-65.8	27.9	271	19276	-72.858363	38.845164	-73.0
4955	70.5	-65.8	27.9	271	19280	-72.858054	38.845154	-73.0
4956	70.5	-65.8	27.9	271	19283	-72.857746	38.845144	-73.1
4957	70.4	-65.8	27.9	271	19287	-72.857437	38.845121	-73.5
4958	70.4	-65.8	27.9	271	19291	-72.857129	38.845073	-73.1
4959	70.3	-65.8	27.9	271	19295	-72.856820	38.845025	-72.3
4960	70.3	-65.8	27.9	271	19299	-72.856511	38.844978	-72.6
4961	70.2	-65.8	28.0	271	19303	-72.856203	38.844930	-72.2
4962	70.2	-65.8	28.0	272	19306	-72.855894	38.844883	-72.0
4963	70.2	-65.8	28.1	272	19310	-72.855585	38.844835	-71.6
4964	70.1	-65.8	28.1	272	19314	-72.855276	38.844787	-71.4
4965	70.1	-65.8	28.2	273	19317	-72.854968	38.844740	-71.5
4966	70.0	-65.8	28.2	273	19321	-72.854659	38.844692	-72.2
4967	70.0	-65.8	28.2	273	19325	-72.854350	38.844644	-72.5
4968	69.9	-65.8	28.3	274	19328	-72.854042	38.844597	-73.0
4969	69.9	-65.7	28.3	274	19332	-72.853733	38.844549	-73.5
4970	69.9	-65.7	28.4	275	19336	-72.853424	38.844501	-73.8
4971	69.8	-65.7	28.4	275	19339	-72.853116	38.844454	-73.7
4972	69.8	-65.6	28.5	275	19343	-72.852807	38.844406	-73.8
4973	69.7	-65.6	28.5	276	19347	-72.852498	38.844359	-73.9
4974	69.7	-65.5	28.6	276	19351	-72.852189	38.844311	-74.1
4975	69.6	-65.5	28.6	277	19354	-72.851881	38.844263	-73.9
4976	69.6	-65.5	28.7	277	19358	-72.851572	38.844216	-73.3
4977	69.6	-65.4	28.7	277	19362	-72.851263	38.844168	-73.1
4978	69.5	-65.3	28.8	278	19365	-72.850955	38.844120	-73.2
4979	69.5	-65.3	28.8	278	19369	-72.850646	38.844073	-73.3
4980	69.4	-65.2	28.8	278	19373	-72.850337	38.844025	-73.4
4981	69.4	-65.2	28.8	278	19376	-72.850029	38.843977	-73.3
4982	69.4	-65.2	28.8	278	19380	-72.849720	38.843930	-72.6
4983	69.3	-65.2	28.8	278	19384	-72.849411	38.843882	-72.0
4984	69.3	-65.2	28.8	278	19387	-72.849102	38.843835	-71.4
4985	69.2	-65.2	28.8	278	19391	-72.848794	38.843787	-71.3
4986	69.2	-65.2	28.8	278	19395	-72.848485	38.843739	-72.0
4987	69.1	-65.1	28.8	278	19399	-72.848176	38.843692	-72.6
4988	69.1	-65.1	28.8	278	19402	-72.847868	38.843644	-73.4
4989	69.1	-65.1	28.8	278	19406	-72.847559	38.843596	-73.8
4990	69.0	-65.1	28.8	278	19410	-72.847250	38.843549	-73.7
4991	69.0	-65.1	28.8	278	19413	-72.846942	38.843501	-73.6
4992	68.9	-65.1	28.8	278	19417	-72.846633	38.843453	-73.6
4993	68.9	-65.1	28.8	278	19421	-72.846324	38.843406	-73.4
4994	68.9	-65.1	28.8	278	19424	-72.846015	38.843358	-72.3
4995	68.8	-65.1	28.8	278	19428	-72.845707	38.843311	-71.2
4996	68.8	-65.0	28.8	278	19432	-72.845398	38.843263	-70.9
4997	68.7	-65.0	28.8	278	19435	-72.845089	38.843215	-71.1
4998	68.7	-65.0	28.8	278	19439	-72.844781	38.843168	-71.2
4999	68.6	-64.9	28.8	278	19443	-72.844472	38.843120	-71.5
5000	68.6	-64.9	28.8	278	19447	-72.844163	38.843072	-71.8
5001	68.6	-64.9	28.8	278	19450	-72.843855	38.843025	-72.0
5002	68.5	-64.8	28.8	278	19454	-72.843546	38.842977	-72.0
5003	68.5	-64.8	28.8	278	19458	-72.843237	38.842929	-72.1
5004	68.4	-64.8	28.8	278	19461	-72.842928	38.842882	-71.8
5005	68.4	-64.8	28.8	278	19465	-72.842620	38.842834	-71.4
5006	68.4	-64.7	28.8	278	19469	-72.842311	38.842787	-71.3
5007	68.3	-64.7	28.8	278	19472	-72.842002	38.842739	-71.1
5008	68.3	-64.7	28.8	278	19476	-72.841694	38.842691	-71.3
5009	68.2	-64.6	28.8	278	19480	-72.841385	38.842644	-72.2
5010	68.2	-64.6	28.8	278	19483	-72.841076	38.842596	-72.6
5011	68.2	-64.6	28.8	278	19487	-72.840768	38.842548	-71.9
5012	68.1	-64.5	28.8	278	19490	-72.840465	38.842497	-71.9
5013	68.1	-64.5	28.8	278	19494	-72.840191	38.842426	-72.6
5014	68.0	-64.5	28.8	278	19497	-72.839917	38.842356	-73.0
5015	68.0	-64.5	28.8	278	19500	-72.839644	38.842286	-72.4
5016	68.0	-64.5	28.8	278	19503	-72.839370	38.842215	-72.0
5017	67.9	-64.4	28.8	278	19507	-72.839096	38.842145	-71.3
5018	67.9	-64.4	28.8	278	19510	-72.838823	38.842074	-71.4
5019	67.9	-64.4	28.8	278	19514	-72.838549	38.842004	-72.3
5020	67.8	-64.4	28.8	278	19517	-72.838275	38.841933	-72.7
5021	67.8	-64.3	28.8	278	19521	-72.838002	38.841863	-73.7
5022	67.7	-64.3	28.8	278	19524	-72.837728	38.841792	-74.9
5023	67.7	-64.3	28.8	278	19528	-72.837454	38.841722	-76.2
5024	67.7	-64.3	28.8	278	19532	-72.837180	38.841651	-78.1
5025	67.6	-64.3	28.8	278	19535	-72.836907	38.841581	-78.5
5026	67.6	-64.3	28.8	278	19539	-72.836633	38.841510	-75.3
5027	67.5	-64.3	28.8	278	19542	-72.836359	38.841440	-73.2
5028	67.5	-64.3	28.8	278	19546	-72.836086	38.841369	-72.0
5029	67.5	-64.3	28.8	278	19550	-72.835812	38.841299	-71.3
5030	67.4	-64.3	28.8	278	19553	-72.835538	38.841229	-71.2
5031	67.4	-64.3	28.8	278	19557	-72.835265	38.841158	-71.4
5032	67.3	-64.2	28.8	278	19560	-72.834991	38.841088	-71.6
5033	67.3	-64.2	28.8	278	19564	-72.834717	38.841017	-71.6
5034	67.3	-64.2	28.8	278	19567	-72.834444	38.840947	-71.8
5035	67.2	-64.2	28.8	278	19571	-72.834170	38.840876	-72.2
5036	67.2	-64.2	28.8	278	19575	-72.833896	38.840806	-72.2
5037	67.2	-64.2	28.8	278	19578	-72.833622	38.840735	-71.6
5038	67.1	-64.2	28.8	278	19582	-72.833349	38.840665	-71.0
5039	67.1	-64.2	28.8	278	19585	-72.833075	38.840594	-70.4
5040	67.0	-64.2	28.5	278	19589	-72.832801	38.840524	-70.3
5041	67.0	-64.2	28.2	279	19593	-72.832528	38.840453	-71.1
5042	67.0	-64.2	27.8	279	19596	-72.832254	38.840383	-72.0
5043	66.9	-64.2	27.5	280	19600	-72.831980	38.840312	-73.2
5044	66.9	-64.2	27.2	280	19604	-72.831707	38.840242	-73.2
5045	66.8	-64.2	26.8	280	19607	-72.831433	38.840172	-72.9
5046	66.8	-64.2	26.5	281	19611	-72.831175	38.840104	-72.5
5047	66.8	-64.2	26.2	281	19615	-72.830940	38.840041	-72.9
5048	66.7	-64.2	25.8	282	19618	-72.830705	38.839977	-72.0
5049	66.7	-64.1	25.5	282	19622	-72.830469	38.839914	-71.4
5050	66.6	-64.1	25.2	283	19626	-72.830234	38.839850	-71.0
5051	66.6	-64.1	24.9	283	19629	-72.829999	38.839787	-71.2
5052	66.6	-64.1	24.5	284	19633	-72.829764	38.839724	-71.7
5053	66.5	-64.1	24.2	284	19636	-72.829529	38.839660	-72.2
5054	66.5	-64.0	23.9	285	19640	-72.829293	38.839597	-73.8
5055	66.4	-64.0	23.6	285	19644	-72.829058	38.839534	-74.6
5056	66.4	-64.0	23.3	286	19647	-72.828823	38.839470	-74.2
5057	66.4	-64.0	23.0	286	19651	-72.828588	38.839407	-74.0
5058	66.3	-63.9	22.7	287	19654	-72.828353	38.839343	-73.7
5059	66.3	-63.9	22.4	287	19658	-72.828117	38.839280	-73.7
5060	66.3	-63.9	22.4	287	19661	-72.827882	38.839217	-73.5
5061	66.2	-63.9	22.4	287	19665	-72.827647	38.839153	-73.3
5062	66.2	-63.9	22.4	287	19669	-72.827412	38.839090	-73.4
5063	66.1	-63.9	22.4	287	19672	-72.827177	38.839027	-73.6
5064	66.1	-63.9	22.4	287	19676	-72.826941	38.838963	-73.8
5065	66.1	-63.9	22.4	287	19679	-72.826706	38.838900	-74.3
5066	66.0	-63.9	22.4	287	19683	-72.826471	38.838836	-74.8
5067	66.0	-63.9	22.4	287	19686	-72.826236	38.838773	-75.3
5068	65.9	-63.9	22.4	287	19690	-72.826001	38.838710	-75.0
5069	65.9	-63.8	22.4	287	19694	-72.825765	38.838646	-74.7
5070	65.9	-63.8	22.4	287	19697	-72.825530	38.838583	-74.4
5071	65.8	-63.8	22.4	287	19701	-72.825295	38.838519	-74.5
5072	65.8	-63.8	22.4	287	19704	-72.825060	38.838456	-74.6
5073	65.8	-63.8	22.4	287	19708	-72.824825	38.838393	-74.6
5074	65.7	-63.8	22.4	287	19712	-72.824589	38.838329	-74.1
5075	65.7	-63.8	22.4	287	19715	-72.824354	38.838266	-74.5
5076	65.6	-63.8	22.4	287	19719	-72.824119	38.838203	-75.9
5077	65.6	-63.8	22.4	287	19722	-72.823884	38.838139	-77.4
5078	65.6	-63.8	22.4	287	19726	-72.823648	38.838076	-78.6
5079	65.5	-63.7	22.3	287	19729	-72.823413	38.838012	-79.4
5080	65.5	-63.7	22.3	287	19733	-72.823178	38.837949	-78.6
5081	65.4	-63.7	22.2	287	19737	-72.822943	38.837886	-79.2
5082	65.4	-63.7	22.1	287	19740	-72.822708	38.837822	-80.2
5083	65.4	-63.7	22.1	287	19744	-72.822472	38.837759	-80.3
5084	65.3	-63.6	22.1	287	19747	-72.822237	38.837695	-79.8
5085	65.3	-63.6	22.0	287	19751	-72.822002	38.837632	-79.2
5086	65.3	-63.6	22.0	287	19754	-72.821767	38.837569	-77.9
5087	65.2	-63.6	21.9	288	19758	-72.821532	38.837505	-76.5
5088	65.2	-63.5	21.9	288	19762	-72.821296	38.837442	-75.7
5089	65.1	-63.5	21.9	288	19765	-72.821061	38.837379	-75.0
5090	65.1	-63.5	21.9	288	19769	-72.820826	38.837315	-75.0
5091	65.1	-63.5	21.8	288	19773	-72.820591	38.837252	-73.7
5092	65.0	-63.5	21.8	288	19776	-72.820356	38.837188	-72.3
5093	65.0	-63.4	21.7	288	19780	-72.820120	38.837125	-71.5
5094	65.0	-63.4	21.6	288	19784	-72.819885	38.837062	-70.9
5095	64.9	-63.4	21.6	288	19787	-72.819650	38.836998	-70.6
5096	64.9	-63.4	21.6	288	19791	-72.819415	38.836935	-70.5
5097	64.8	-63.4	21.5	288	19794	-72.819180	38.836872	-71.4
5098	64.8	-63.4	21.5	288	19798	-72.818960	38.836802	-72.0
5099	64.8	-63.3	21.5	288	19801	-72.818752	38.836728	-69.5
5100	64.7	-63.3	21.5	288	19804	-72.818544	38.836654	-69.7
5101	64.7	-63.3	21.4	288	19808	-72.818337	38.836580	-69.5
5102	64.7	-63.3	21.3	288	19811	-72.818129	38.836506	-68.7
5103	64.6	-63.3	21.2	289	19815	-72.817921	38.836431	-67.5
5104	64.6	-63.3	21.1	289	19819	-72.817714	38.836357	-67.9
5105	64.5	-63.2	21.1	289	19822	-72.817506	38.836283	-68.3
5106	64.5	-63.2	20.9	289	19826	-72.817298	38.836209	-69.2
5107	64.5	-63.2	20.9	290	19829	-72.817091	38.836135	-71.3
5108	64.4	-63.2	20.8	290	19833	-72.816883	38.836061	-72.5
5109	64.4	-63.2	20.7	290	19836	-72.816675	38.835987	-72.1
5110	64.4	-63.2	20.6	290	19840	-72.816468	38.835913	-71.1
5111	64.3	-63.2	20.5	291	19844	-72.816260	38.835838	-71.8
5112	64.3	-63.2	20.5	291	19848	-72.816052	38.835764	-72.3
5113	64.2	-63.1	20.4	291	19851	-72.815845	38.835690	-71.3
5114	64.2	-63.1	20.3	291	19855	-72.815637	38.835616	-71.7
5115	64.2	-63.1	20.2	292	19859	-72.815429	38.835542	-70.6
5116	64.1	-63.1	20.1	292	19863	-72.815221	38.835468	-70.5
5117	64.1	-63.1	20.1	292	19867	-72.815014	38.835394	-70.9
5118	64.0	-63.1	20.0	292	19870	-72.814806	38.835320	-70.7
5119	64.0	-63.1	19.9	293	19874	-72.814598	38.835245	-70.6
5120	64.0	-63.1	19.9	293	19878	-72.814391	38.835171	-71.2
5121	63.9	-63.0	19.9	293	19882	-72.814183	38.835097	-71.5
5122	63.9	-63.0	19.9	293	19885	-72.813975	38.835023	-71.6
5123	63.9	-63.0	19.9	293	19889	-72.813768	38.834949	-70.5
5124	63.8	-63.0	19.9	293	19893	-72.813560	38.834875	-70.7
5125	63.8	-63.0	19.9	293	19897	-72.813352	38.834801	-70.8
5126	63.7	-63.0	19.9	293	19900	-72.813145	38.834726	-70.9
5127	63.7	-63.0	19.9	293	19904	-72.812937	38.834652	-71.3
5128	63.7	-63.0	19.9	293	19908	-72.812729	38.834578	-70.3
5129	63.6	-63.0	19.9	293	19912	-72.812522	38.834504	-70.1
5130	63.6	-62.9	19.9	293	19915	-72.812314	38.834430	-70.4
5131	63.5	-62.9	19.9	293	19919	-72.812106	38.834356	-70.3
5132	63.5	-62.9	19.8	293	19923	-72.811898	38.834282	-70.7
5133	63.5	-62.9	19.6	294	19927	-72.811691	38.834208	-69.6
5134	63.4	-62.9	19.3	295	19931	-72.811483	38.834133	-69.2
5135	63.4	-62.9	19.1	296	19934	-72.811275	38.834059	-70.0
5136	63.3	-62.9	18.8	296	19938	-72.811068	38.833985	-70.5
5137	63.3	-62.9	18.6	297	19942	-72.810860	38.833911	-70.3
5138	63.3	-62.9	18.3	298	19946	-72.810652	38.833837	-70.4
5139	63.2	-62.9	18.1	299	19950	-72.810445	38.833763	-70.3
5140	63.2	-62.9	17.9	300	19954	-72.810244	38.833682	-71.0
5141	63.1	-62.9	17.7	301	19958	-72.810056	38.833587	-71.0
5142	63.1	-62.9	17.5	302	19962	-72.809869	38.833492	-70.2
5143	63.1	-62.9	17.3	303	19966	-72.809681	38.833398	-70.0
5144	63.0	-62.9	17.1	305	19970	-72.809494	38.833303	-70.4
5145	63.0	-62.9	16.9	306	19975	-72.809306	38.833209	-71.2
5146	62.9	-62.9	16.7	307	19979	-72.809119	38.833114	-71.7
5147	62.9	-62.8	16.5	308	19982	-72.808931	38.833019	-71.4
5148	62.9	-62.8	16.4	309	19986	-72.808744	38.832925	-71.1
5149	62.8	-62.8	16.3	310	19990	-72.808556	38.832830	-72.0
5150	62.8	-62.8	16.2	311	19994	-72.808369	38.832735	-71.8
5151	62.7	-62.8	16.1	312	19998	-72.808182	38.832641	-71.0
5152	62.7	-62.8	16.0	313	20002	-72.807994	38.832546	-70.3
5153	62.7	-62.8	16.1	313	20006	-72.807807	38.832451	-70.1
5154	62.6	-62.8	16.1	312	20010	-72.807619	38.832357	-70.3
5155	62.6	-62.8	16.2	312	20013	-72.807432	38.832262	-69.6
5156	62.5	-62.8	16.3	312	20017	-72.807244	38.832168	-69.6
5157	62.5	-62.8	16.3	312	20021	-72.807057	38.832073	-70.4
5158	62.5	-62.8	16.3	311	20025	-72.806869	38.831978	-69.7
5159	62.4	-62.8	16.4	311	20029	-72.806682	38.831884	-70.5
5160	62.4	-62.8	16.5	311	20033	-72.806494	38.831789	-70.7
5161	62.4	-62.8	16.5	310	20037	-72.806307	38.831694	-69.3
5162	62.3	-62.8	16.6	310	20041	-72.806119	38.831600	-68.3
5163	62.3	-62.8	16.7	310	20044	-72.805932	38.831505	-68.7
5164	62.2	-62.8	16.7	310	20048	-72.805744	38.831411	-69.4
5165	62.2	-62.8	16.8	309	20052	-72.805557	38.831316	-69.4
5166	62.2	-62.8	16.8	309	20056	-72.805369	38.831221	-72.1
5167	62.1	-62.8	16.9	309	20060	-72.805182	38.831127	-74.7
5168	62.1	-62.8	17.0	309	20064	-72.804994	38.831032	-73.7
5169	62.0	-62.8	17.0	309	20068	-72.804807	38.830937	-69.7
5170	62.0	-62.8	17.0	309	20072	-72.804619	38.830843	-69.9
5171	62.0	-62.8	17.0	309	20075	-72.804432	38.830748	-69.4
5172	61.9	-62.8	17.0	309	20079	-72.804244	38.830653	-68.8
5173	61.9	-62.8	17.0	309	20083	-72.804057	38.830559	-68.8
5174	61.8	-62.8	17.0	309	20087	-72.803869	38.830464	-69.1
5175	61.8	-62.8	17.0	309	20091	-72.803682	38.830370	-69.5
5176	61.8	-62.8	17.0	309	20095	-72.803494	38.830275	-70.1
5177	61.7	-62.8	17.0	309	20099	-72.803307	38.830180	-69.6
5178	61.7	-62.8	17.0	309	20102	-72.803119	38.830086	-69.9
5179	61.7	-62.8	17.0	309	20106	-72.802932	38.829991	-69.6
5180	61.6	-62.8	17.0	309	20110	-72.802744	38.829896	-69.2
5181	61.6	-62.8	17.0	309	20114	-72.802578	38.829805	-68.7
5182	61.5	-62.8	17.0	309	20118	-72.802430	38.829718	-69.1
5183	61.5	-62.8	17.0	309	20122	-72.802282	38.829630	-69.8
5184	61.5	-62.8	17.0	309	20126	-72.802135	38.829543	-70.4
5185	61.4	-62.8	17.0	309	20129	-72.801987	38.829455	-69.8
5186	61.4	-62.8	17.0	309	20133	-72.801839	38.829367	-70.4
5187	61.3	-62.8	17.0	309	20137	-72.801691	38.829280	-71.0
5188	61.3	-62.8	17.0	309	20141	-72.801544	38.829192	-70.9
5189	61.3	-62.7	17.0	309	20145	-72.801396	38.829105	-70.1
5190	61.2	-62.7	17.0	309	20149	-72.801248	38.829017	-69.8
5191	61.2	-62.7	17.0	309	20152	-72.801100	38.828929	-70.4
5192	61.2	-62.7	17.0	309	20156	-72.800953	38.828842	-71.0
5193	61.1	-62.7	17.0	309	20160	-72.800805	38.828754	-70.0
5194	61.1	-62.7	17.0	309	20164	-72.800657	38.828666	-69.5
5195	61.0	-62.7	17.0	309	20168	-72.800510	38.828579	-69.4
5196	61.0	-62.7	17.0	309	20172	-72.800362	38.828491	-69.6
5197	61.0	-62.7	17.0	309	20175	-72.800214	38.828404	-69.1
5198	60.9	-62.6	17.0	309	20179	-72.800066	38.828316	-68.9
5199	60.9	-62.6	17.0	309	20183	-72.799919	38.828228	-68.7
5200	60.9	-62.6	17.0	309	20187	-72.799771	38.828141	-69.9
5201	60.8	-62.6	17.0	308	20191	-72.799623	38.828053	-70.1
5202	60.8	-62.6	16.9	308	20194	-72.799475	38.827965	-71.2
5203	60.7	-62.6	16.9	307	20198	-72.799328	38.827878	-70.4
5204	60.7	-62.6	16.9	306	20202	-72.799180	38.827790	-71.7
5205	60.7	-62.6	16.8	306	20206	-72.799032	38.827703	-71.2
5206	60.6	-62.6	16.8	305	20210	-72.798884	38.827615	-71.3
5207	60.6	-62.6	16.7	304	20214	-72.798737	38.827527	-70.8
5208	60.6	-62.6	16.7	304	20217	-72.798589	38.827440	-72.0
5209	60.5	-62.6	16.7	303	20221	-72.798441	38.827352	-71.5
5210	60.5	-62.6	16.7	302	20225	-72.798293	38.827264	-70.5
5211	60.4	-62.6	16.6	302	20229	-72.798146	38.827177	-69.9
5212	60.4	-62.6	16.6	301	20233	-72.797998	38.827089	-70.0
5213	60.4	-62.6	16.6	300	20236	-72.797850	38.827002	-68.9
5214	60.3	-62.6	16.6	300	20240	-72.797702	38.826914	-68.8
5215	60.3	-62.6	16.6	299	20244	-72.797555	38.826826	-69.0
5216	60.3	-62.6	16.6	298	20248	-72.797407	38.826739	-69.5
5217	60.2	-62.6	16.6	298	20252	-72.797259	38.826651	-70.2
5218	60.2	-62.6	16.6	297	20255	-72.797111	38.826563	-71.0
5219	60.2	-62.5	16.5	296	20259	-72.796964	38.826476	-71.7
5220	60.1	-62.5	16.5	296	20263	-72.796810	38.826406	-72.4
5221	60.1	-62.5	16.6	295	20267	-72.796653	38.826343	-72.8
5222	60.0	-62.5	16.6	295	20270	-72.796497	38.826279	-72.7
5223	60.0	-62.5	16.6	295	20274	-72.796341	38.826215	-72.1
5224	60.0	-62.4	16.6	295	20278	-72.796185	38.826151	-72.3
5225	59.9	-62.4	16.6	295	20282	-72.796029	38.826088	-71.3
5226	59.9	-62.4	16.6	295	20285	-72.795872	38.826024	-70.2
5227	59.9	-62.4	16.6	295	20289	-72.795716	38.825960	-69.5
5228	59.8	-62.4	16.6	295	20293	-72.795560	38.825896	-69.4
5229	59.8	-62.4	16.6	295	20297	-72.795404	38.825832	-68.9
5230	59.8	-62.4	16.6	295	20301	-72.795248	38.825769	-68.9
5231	59.7	-62.4	16.6	295	20305	-72.795092	38.825705	-68.2
5232	59.7	-62.4	16.6	295	20308	-72.794935	38.825641	-68.6
5233	59.6	-62.4	16.6	295	20312	-72.794779	38.825577	-69.3
5234	59.6	-62.4	16.6	295	20316	-72.794623	38.825513	-70.6
5235	59.6	-62.4	16.6	295	20320	-72.794467	38.825450	-70.1
5236	59.5	-62.4	16.6	295	20323	-72.794311	38.825386	-71.0
5237	59.5	-62.3	16.6	295	20327	-72.794155	38.825322	-71.0
5238	59.5	-62.3	16.6	295	20331	-72.793998	38.825258	-71.0
5239	59.4	-62.2	16.6	295	20334	-72.793842	38.825194	-69.6
5240	59.4	-62.2	16.6	295	20338	-72.793686	38.825131	-68.8
5241	59.4	-62.2	16.6	295	20342	-72.793530	38.825067	-68.7
5242	59.3	-62.1	16.6	295	20346	-72.793374	38.825003	-68.8
5243	59.3	-62.0	16.6	295	20349	-72.793218	38.824939	-68.8
5244	59.3	-62.0	16.6	295	20353	-72.793061	38.824875	-67.1
5245	59.2	-62.0	16.6	295	20357	-72.792905	38.824812	-66.4
5246	59.2	-61.9	16.6	295	20360	-72.792749	38.824748	-66.4
5247	59.1	-61.9	16.6	295	20364	-72.792593	38.824684	-67.0
5248	59.1	-61.8	16.6	295	20368	-72.792437	38.824620	-67.6
5249	59.1	-61.8	16.6	295	20372	-72.792281	38.824556	-68.1
5250	59.0	-61.8	16.6	295	20375	-72.792124	38.824493	-68.9
5251	59.0	-61.7	16.6	295	20379	-72.791968	38.824429	-70.4
5252	59.0	-61.7	16.6	295	20383	-72.791812	38.824365	-72.2
5253	58.9	-61.7	16.6	295	20386	-72.791656	38.824301	-71.4
5254	58.9	-61.6	16.6	295	20390	-72.791500	38.824237	-70.2
5255	58.9	-61.6	16.6	295	20394	-72.791344	38.824174	-70.0
5256	58.8	-61.6	16.6	295	20398	-72.791187	38.824110	-69.8
5257	58.8	-61.6	16.6	295	20401	-72.791031	38.824046	-69.6
5258	58.8	-61.6	16.6	295	20405	-72.790875	38.823982	-69.4
5259	58.7	-61.6	16.6	295	20409	-72.790719	38.823918	-69.3
5260	58.7	-61.6	16.6	295	20412	-72.790563	38.823855	-69.1
5261	58.7	-61.6	16.6	295	20416	-72.790406	38.823791	-69.0
5262	58.6	-61.6	16.6	295	20420	-72.790250	38.823727	-68.8
5263	58.6	-61.6	16.6	295	20423	-72.790094	38.823663	-68.7
5264	58.6	-61.6	16.6	295	20427	-72.789938	38.823599	-68.5
5265	58.5	-61.6	16.6	295	20431	-72.789782	38.823536	-68.4
5266	58.5	-61.6	16.6	295	20435	-72.789626	38.823472	-68.3
5267	58.4	-61.6	16.6	295	20438	-72.789469	38.823408	-68.1
5268	58.4	-61.6	16.6	295	20442	-72.789313	38.823344	-68.0
5269	58.4	-61.6	16.6	295	20446	-72.789157	38.823280	-70.0
5270	58.3	-61.5	16.6	295	20449	-72.789001	38.823217	-71.4
5271	58.3	-61.4	16.6	295	20453	-72.788845	38.823153	-69.8
5272	58.3	-61.4	16.6	295	20457	-72.788689	38.823089	-69.3
5273	58.2	-61.3	16.6	295	20461	-72.788532	38.823021	-69.3
5274	58.2	-61.2	16.6	295	20464	-72.788375	38.822954	-68.0
5275	58.2	-61.2	16.6	295	20468	-72.788218	38.822886	-68.2
5276	58.1	-61.1	16.6	295	20472	-72.788061	38.822818	-68.8
5277	58.1	-61.1	16.6	295	20475	-72.787904	38.822750	-68.8
